indice,x,y,dist_baseline,dist_baseline_ajustada,dist_ponto_contato,lado_correto,candidato_janela,permaneceu,descartado,motivo_descarte
331,7.0,212.0,1.0,2.5600000000000023,1.0,True,True,True,False,mantido
332,7.0,213.0,0.0,1.5600000000000023,0.0,True,True,True,False,mantido
333,8.0,213.0,0.0,1.5600000000000023,1.0,True,True,True,False,mantido
334,9.0,213.0,0.0,1.5600000000000023,2.0,True,True,True,False,mantido
335,10.0,213.0,0.0,1.5600000000000023,3.0,True,True,True,False,mantido
336,11.0,213.0,0.0,1.5600000000000023,4.0,True,True,True,False,mantido
337,12.0,213.0,0.0,1.5600000000000023,5.0,True,True,True,False,mantido
338,13.0,213.0,0.0,1.5600000000000023,6.0,True,True,True,False,mantido
339,14.0,213.0,0.0,1.5600000000000023,7.0,True,True,True,False,mantido
340,15.0,213.0,0.0,1.5600000000000023,8.0,True,True,True,False,mantido
341,16.0,213.0,0.0,1.5600000000000023,9.0,True,True,True,False,mantido
342,17.0,213.0,0.0,1.5600000000000023,10.0,True,True,True,False,mantido
343,18.0,213.0,0.0,1.5600000000000023,11.0,True,True,True,False,mantido
344,19.0,213.0,0.0,1.5600000000000023,12.0,True,True,True,False,mantido
345,20.0,213.0,0.0,1.5600000000000023,13.0,True,True,True,False,mantido
346,21.0,213.0,0.0,1.5600000000000023,14.0,True,True,True,False,mantido
347,22.0,213.0,0.0,1.5600000000000023,15.0,True,True,True,False,mantido
348,23.0,213.0,0.0,1.5600000000000023,16.0,True,True,True,False,mantido
349,24.0,213.0,0.0,1.5600000000000023,17.0,True,True,True,False,mantido
350,25.0,213.0,0.0,1.5600000000000023,18.0,True,True,True,False,mantido
351,26.0,213.0,0.0,1.5600000000000023,19.0,True,True,True,False,mantido
352,27.0,213.0,0.0,1.5600000000000023,20.0,True,True,True,False,mantido
353,28.0,213.0,0.0,1.5600000000000023,21.0,True,True,True,False,mantido
354,29.0,213.0,0.0,1.5600000000000023,22.0,True,True,True,False,mantido
355,30.0,213.0,0.0,1.5600000000000023,23.0,True,True,True,False,mantido
356,31.0,213.0,0.0,1.5600000000000023,24.0,True,True,True,False,mantido
357,32.0,213.0,0.0,1.5600000000000023,25.0,True,True,True,False,mantido
358,33.0,213.0,0.0,1.5600000000000023,26.0,True,True,True,False,mantido
359,34.0,213.0,0.0,1.5600000000000023,27.0,True,True,True,False,mantido
360,35.0,213.0,0.0,1.5600000000000023,28.0,True,True,True,False,mantido
361,36.0,213.0,0.0,1.5600000000000023,29.0,True,True,True,False,mantido
362,37.0,213.0,0.0,1.5600000000000023,30.0,True,True,True,False,mantido
363,38.0,213.0,0.0,1.5600000000000023,31.0,True,True,True,False,mantido
364,39.0,213.0,0.0,1.5600000000000023,32.0,True,True,True,False,mantido
365,40.0,213.0,0.0,1.5600000000000023,33.0,True,True,True,False,mantido
366,41.0,213.0,0.0,1.5600000000000023,34.0,True,True,True,False,mantido
367,42.0,213.0,0.0,1.5600000000000023,35.0,True,True,True,False,mantido
368,43.0,213.0,0.0,1.5600000000000023,36.0,True,True,True,False,mantido
369,44.0,213.0,0.0,1.5600000000000023,37.0,True,True,True,False,mantido
370,45.0,213.0,0.0,1.5600000000000023,38.0,True,True,True,False,mantido
371,46.0,213.0,0.0,1.5600000000000023,39.0,True,True,True,False,mantido
372,47.0,213.0,0.0,1.5600000000000023,40.0,True,True,True,False,mantido
373,48.0,213.0,0.0,1.5600000000000023,41.0,True,True,True,False,mantido
374,49.0,213.0,0.0,1.5600000000000023,42.0,True,True,True,False,mantido
375,50.0,213.0,0.0,1.5600000000000023,43.0,True,True,True,False,mantido
376,51.0,213.0,0.0,1.5600000000000023,44.0,True,True,True,False,mantido
377,52.0,213.0,0.0,1.5600000000000023,45.0,True,True,True,False,mantido
378,53.0,213.0,0.0,1.5600000000000023,46.0,True,True,True,False,mantido
379,54.0,213.0,0.0,1.5600000000000023,47.0,True,True,True,False,mantido
380,55.0,213.0,0.0,1.5600000000000023,48.0,True,True,True,False,mantido
381,56.0,213.0,0.0,1.5600000000000023,49.0,True,True,True,False,mantido
382,57.0,213.0,0.0,1.5600000000000023,50.0,True,True,True,False,mantido
383,58.0,213.0,0.0,1.5600000000000023,51.0,True,True,True,False,mantido
384,59.0,213.0,0.0,1.5600000000000023,52.0,True,True,True,False,mantido
385,60.0,213.0,0.0,1.5600000000000023,53.0,True,True,True,False,mantido
386,61.0,213.0,0.0,1.5600000000000023,54.0,True,True,True,False,mantido
387,62.0,213.0,0.0,1.5600000000000023,55.0,True,True,True,False,mantido
388,63.0,213.0,0.0,1.5600000000000023,56.0,True,True,True,False,mantido
389,64.0,213.0,0.0,1.5600000000000023,57.0,True,True,True,False,mantido
390,65.0,213.0,0.0,1.5600000000000023,58.0,True,True,True,False,mantido
391,66.0,213.0,0.0,1.5600000000000023,59.0,True,True,True,False,mantido
392,67.0,213.0,0.0,1.5600000000000023,60.0,True,True,True,False,mantido
393,68.0,213.0,0.0,1.5600000000000023,61.0,True,True,True,False,mantido
394,69.0,213.0,0.0,1.5600000000000023,62.0,True,True,True,False,mantido
395,70.0,213.0,0.0,1.5600000000000023,63.0,True,True,True,False,mantido
396,71.0,213.0,0.0,1.5600000000000023,64.0,True,True,True,False,mantido
397,72.0,213.0,0.0,1.5600000000000023,65.0,True,True,True,False,mantido
398,455.0,213.0,0.0,1.5600000000000023,448.0,False,True,False,True,lado_errado
399,456.0,213.0,0.0,1.5600000000000023,449.0,False,True,False,True,lado_errado
400,457.0,213.0,0.0,1.5600000000000023,450.0,False,True,False,True,lado_errado
401,458.0,213.0,0.0,1.5600000000000023,451.0,False,True,False,True,lado_errado
402,459.0,213.0,0.0,1.5600000000000023,452.0,False,True,False,True,lado_errado
403,460.0,213.0,0.0,1.5600000000000023,453.0,False,True,False,True,lado_errado
404,461.0,213.0,0.0,1.5600000000000023,454.0,False,True,False,True,lado_errado
405,462.0,213.0,0.0,1.5600000000000023,455.0,False,True,False,True,lado_errado
406,463.0,213.0,0.0,1.5600000000000023,456.0,False,True,False,True,lado_errado
407,464.0,213.0,0.0,1.5600000000000023,457.0,False,True,False,True,lado_errado
408,465.0,213.0,0.0,1.5600000000000023,458.0,False,True,False,True,lado_errado
409,466.0,213.0,0.0,1.5600000000000023,459.0,False,True,False,True,lado_errado
410,467.0,213.0,0.0,1.5600000000000023,460.0,False,True,False,True,lado_errado
411,468.0,213.0,0.0,1.5600000000000023,461.0,False,True,False,True,lado_errado
412,469.0,213.0,0.0,1.5600000000000023,462.0,False,True,False,True,lado_errado
413,470.0,213.0,0.0,1.5600000000000023,463.0,False,True,False,True,lado_errado
414,471.0,213.0,0.0,1.5600000000000023,464.0,False,True,False,True,lado_errado
415,472.0,213.0,0.0,1.5600000000000023,465.0,False,True,False,True,lado_errado
416,473.0,213.0,0.0,1.5600000000000023,466.0,False,True,False,True,lado_errado
417,474.0,213.0,0.0,1.5600000000000023,467.0,False,True,False,True,lado_errado
418,475.0,213.0,0.0,1.5600000000000023,468.0,False,True,False,True,lado_errado
419,476.0,213.0,0.0,1.5600000000000023,469.0,False,True,False,True,lado_errado
420,477.0,213.0,0.0,1.5600000000000023,470.0,False,True,False,True,lado_errado
421,478.0,213.0,0.0,1.5600000000000023,471.0,False,True,False,True,lado_errado
422,479.0,213.0,0.0,1.5600000000000023,472.0,False,True,False,True,lado_errado
423,480.0,213.0,0.0,1.5600000000000023,473.0,False,True,False,True,lado_errado
424,481.0,213.0,0.0,1.5600000000000023,474.0,False,True,False,True,lado_errado
425,482.0,213.0,0.0,1.5600000000000023,475.0,False,True,False,True,lado_errado
426,483.0,213.0,0.0,1.5600000000000023,476.0,False,True,False,True,lado_errado
427,484.0,213.0,0.0,1.5600000000000023,477.0,False,True,False,True,lado_errado
428,485.0,213.0,0.0,1.5600000000000023,478.0,False,True,False,True,lado_errado
429,486.0,213.0,0.0,1.5600000000000023,479.0,False,True,False,True,lado_errado
430,487.0,213.0,0.0,1.5600000000000023,480.0,False,True,False,True,lado_errado
431,488.0,213.0,0.0,1.5600000000000023,481.0,False,True,False,True,lado_errado
432,489.0,213.0,0.0,1.5600000000000023,482.0,False,True,False,True,lado_errado
433,490.0,213.0,0.0,1.5600000000000023,483.0,False,True,False,True,lado_errado
434,491.0,213.0,0.0,1.5600000000000023,484.0,False,True,False,True,lado_errado
435,492.0,213.0,0.0,1.5600000000000023,485.0,False,True,False,True,lado_errado
436,493.0,213.0,0.0,1.5600000000000023,486.0,False,True,False,True,lado_errado
437,494.0,213.0,0.0,1.5600000000000023,487.0,False,True,False,True,lado_errado
438,495.0,213.0,0.0,1.5600000000000023,488.0,False,True,False,True,lado_errado
439,496.0,213.0,0.0,1.5600000000000023,489.0,False,True,False,True,lado_errado
440,497.0,213.0,0.0,1.5600000000000023,490.0,False,True,False,True,lado_errado
441,498.0,213.0,0.0,1.5600000000000023,491.0,False,True,False,True,lado_errado
442,499.0,213.0,0.0,1.5600000000000023,492.0,False,True,False,True,lado_errado
443,500.0,213.0,0.0,1.5600000000000023,493.0,False,True,False,True,lado_errado
444,501.0,213.0,0.0,1.5600000000000023,494.0,False,True,False,True,lado_errado
445,502.0,213.0,0.0,1.5600000000000023,495.0,False,True,False,True,lado_errado
446,503.0,213.0,0.0,1.5600000000000023,496.0,False,True,False,True,lado_errado
447,504.0,213.0,0.0,1.5600000000000023,497.0,False,True,False,True,lado_errado
448,505.0,213.0,0.0,1.5600000000000023,498.0,False,True,False,True,lado_errado
449,506.0,213.0,0.0,1.5600000000000023,499.0,False,True,False,True,lado_errado
450,507.0,213.0,0.0,1.5600000000000023,500.0,False,True,False,True,lado_errado
451,508.0,213.0,0.0,1.5600000000000023,501.0,False,True,False,True,lado_errado
452,509.0,213.0,0.0,1.5600000000000023,502.0,False,True,False,True,lado_errado
453,510.0,213.0,0.0,1.5600000000000023,503.0,False,True,False,True,lado_errado
454,511.0,213.0,0.0,1.5600000000000023,504.0,False,True,False,True,lado_errado
455,512.0,213.0,0.0,1.5600000000000023,505.0,False,True,False,True,lado_errado
456,513.0,213.0,0.0,1.5600000000000023,506.0,False,True,False,True,lado_errado
457,514.0,213.0,0.0,1.5600000000000023,507.0,False,True,False,True,lado_errado
458,515.0,213.0,0.0,1.5600000000000023,508.0,False,True,False,True,lado_errado
459,516.0,213.0,0.0,1.5600000000000023,509.0,False,True,False,True,lado_errado
460,517.0,213.0,0.0,1.5600000000000023,510.0,False,True,False,True,lado_errado
461,518.0,213.0,0.0,1.5600000000000023,511.0,False,True,False,True,lado_errado
462,519.0,213.0,0.0,1.5600000000000023,512.0,False,True,False,True,lado_errado
463,520.0,213.0,0.0,1.5600000000000023,513.0,False,True,False,True,lado_errado
464,520.0,212.0,1.0,2.5600000000000023,513.0009746579435,False,True,False,True,lado_errado
465,520.0,211.0,2.0,3.5600000000000023,513.0038986206634,False,True,False,True,lado_errado
466,520.0,210.0,3.0,4.560000000000002,513.008771854829,False,True,False,True,lado_errado
467,520.0,209.0,4.0,5.560000000000002,513.0155943048906,False,True,False,True,lado_errado
468,520.0,208.0,5.0,6.560000000000002,513.0243658930831,False,True,False,True,lado_errado
469,520.0,207.0,6.0,7.560000000000002,513.0350865194309,False,True,False,True,lado_errado
470,520.0,206.0,7.0,8.560000000000002,513.047756061753,False,True,False,True,lado_errado
471,520.0,205.0,8.0,9.560000000000002,513.0623743756698,False,True,False,True,lado_errado
472,520.0,204.0,9.0,10.560000000000002,513.078941294612,False,True,False,True,lado_errado
473,520.0,203.0,10.0,11.560000000000002,513.0974566298297,False,True,False,True,lado_errado
474,520.0,202.0,11.0,12.560000000000002,513.117920170403,False,True,False,True,lado_errado
475,520.0,201.0,12.0,13.560000000000002,513.1403316832541,False,True,False,True,lado_errado
476,520.0,200.0,13.0,14.560000000000002,513.1646909131609,False,True,False,True,lado_errado
477,520.0,199.0,14.0,15.560000000000002,513.1909975827713,False,True,False,True,lado_errado
478,520.0,198.0,15.0,16.560000000000002,513.2192513926187,False,True,False,True,lado_errado
479,520.0,197.0,16.0,17.560000000000002,513.2494520211395,False,True,False,True,lado_errado
480,520.0,196.0,17.0,18.560000000000002,513.281599124691,False,True,False,True,lado_errado
481,520.0,195.0,18.0,19.560000000000002,513.3156923375711,False,True,False,True,lado_errado
482,520.0,194.0,19.0,20.560000000000002,513.3517312720393,False,True,False,True,lado_errado
483,520.0,193.0,20.0,21.560000000000002,513.389715518338,False,True,False,True,lado_errado
484,520.0,192.0,21.0,22.560000000000002,513.4296446447166,False,True,False,True,lado_errado
485,520.0,191.0,22.0,23.560000000000002,513.4715181974556,False,True,False,True,lado_errado
486,520.0,190.0,23.0,24.560000000000002,513.5153357008921,False,True,False,True,lado_errado
487,520.0,189.0,24.0,25.560000000000002,513.5610966574474,False,True,False,True,lado_errado
488,520.0,188.0,25.0,26.560000000000002,513.6088005476541,False,True,False,True,lado_errado
489,520.0,187.0,26.0,27.560000000000002,513.6584468301869,False,True,False,True,lado_errado
490,520.0,186.0,27.0,28.560000000000002,513.7100349418921,False,True,False,True,lado_errado
491,520.0,185.0,28.0,29.560000000000002,513.7635642978198,False,True,False,True,lado_errado
492,520.0,184.0,29.0,30.560000000000002,513.819034291257,False,True,False,True,lado_errado
493,520.0,183.0,30.0,31.560000000000002,513.8764442937621,False,True,False,True,lado_errado
494,520.0,182.0,31.0,32.56,513.9357936551997,False,True,False,True,lado_errado
495,520.0,181.0,32.0,33.56,513.9970817037778,False,True,False,True,lado_errado
496,520.0,180.0,33.0,34.56,514.0603077460854,False,True,False,True,lado_errado
497,520.0,179.0,34.0,35.56,514.1254710671316,False,True,False,True,lado_errado
498,520.0,178.0,35.0,36.56,514.192570930386,False,True,False,True,lado_errado
499,520.0,177.0,36.0,37.56,514.2616065778195,False,True,False,True,lado_errado
500,520.0,176.0,37.0,38.56,514.3325772299476,False,True,False,True,lado_errado
501,520.0,175.0,38.0,39.56,514.4054820858736,False,True,False,True,lado_errado
502,520.0,174.0,39.0,40.56,514.4803203233337,False,True,False,True,lado_errado
503,520.0,173.0,40.0,41.56,514.557091098743,False,True,False,True,lado_errado
504,520.0,172.0,41.0,42.56,514.6357935472425,False,True,False,True,lado_errado
505,520.0,171.0,42.0,43.56,514.716426782748,False,True,False,True,lado_errado
506,520.0,170.0,43.0,44.56,514.7989898979989,False,True,False,True,lado_errado
507,520.0,169.0,44.0,45.56,514.8834819646091,False,True,False,True,lado_errado
508,520.0,168.0,45.0,46.56,514.9699020331188,False,True,False,True,lado_errado
509,520.0,167.0,46.0,47.56,515.0582491330471,False,True,False,True,lado_errado
510,520.0,166.0,47.0,48.56,515.148522272946,False,True,False,True,lado_errado
511,520.0,165.0,48.0,49.56,515.2407204404559,False,True,False,True,lado_errado
512,520.0,164.0,49.0,50.56,515.3348426023608,False,True,False,True,lado_errado
513,520.0,163.0,50.0,51.56,515.4308877046466,False,True,False,True,lado_errado
514,520.0,162.0,51.0,52.56,515.5288546725585,False,True,False,True,lado_errado
515,520.0,161.0,52.0,53.56,515.6287424106612,False,True,False,True,lado_errado
516,520.0,160.0,53.0,54.56,515.7305498028985,False,True,False,True,lado_errado
517,520.0,159.0,54.0,55.56,515.8342757126557,False,True,False,True,lado_errado
518,520.0,158.0,55.0,56.56,515.9399189828212,False,True,False,True,lado_errado
519,520.0,157.0,56.0,57.56,516.0474784358508,False,True,False,True,lado_errado
520,520.0,156.0,57.0,58.56,516.1569528738328,False,True,False,True,lado_errado
521,520.0,155.0,58.0,59.56,516.2683410785519,False,True,False,True,lado_errado
522,520.0,154.0,59.0,60.56,516.3816418115579,False,True,False,True,lado_errado
523,520.0,153.0,60.0,61.56,516.4968538142318,False,True,False,True,lado_errado
524,520.0,152.0,61.0,62.56,516.6139758078559,False,True,False,True,lado_errado
525,520.0,151.0,62.0,63.56,516.7330064936824,False,True,False,True,lado_errado
526,520.0,150.0,63.0,64.56,516.8539445530042,False,True,False,True,lado_errado
527,520.0,149.0,64.0,65.56,516.9767886472274,False,True,False,True,lado_errado
528,520.0,148.0,65.0,66.56,517.1015374179427,False,True,False,True,lado_errado
529,520.0,147.0,66.0,67.56,517.228189487,False,True,False,True,lado_errado
530,520.0,146.0,67.0,68.56,517.3567434565824,False,True,False,True,lado_errado
531,520.0,145.0,68.0,69.56,517.4871979092816,False,True,False,True,lado_errado
532,520.0,144.0,69.0,70.56,517.6195514081747,False,True,False,True,lado_errado
533,520.0,143.0,70.0,71.56,517.753802496901,False,True,False,True,lado_errado
534,520.0,142.0,71.0,72.56,517.8899496997408,False,True,False,True,lado_errado
535,520.0,141.0,72.0,73.56,518.0279915216937,False,True,False,True,lado_errado
536,520.0,140.0,73.0,74.56,518.1679264485597,False,True,False,True,lado_errado
537,520.0,139.0,74.0,75.56,518.3097529470191,False,True,False,True,lado_errado
538,520.0,138.0,75.0,76.56,518.4534694647149,False,True,False,True,lado_errado
539,520.0,137.0,76.0,77.56,518.5990744303349,False,True,False,True,lado_errado
540,520.0,136.0,77.0,78.56,518.7465662536958,False,True,False,True,lado_errado
541,520.0,135.0,78.0,79.56,518.8959433258271,False,True,False,True,lado_errado
542,520.0,134.0,79.0,80.56,519.0472040190565,False,True,False,True,lado_errado
543,520.0,133.0,80.0,81.56,519.2003466870954,False,True,False,True,lado_errado
544,520.0,132.0,81.0,82.56,519.3553696651263,False,True,False,True,lado_errado
545,520.0,131.0,82.0,83.56,519.5122712698902,False,True,False,True,lado_errado
546,520.0,130.0,83.0,84.56,519.6710497997748,False,True,False,True,lado_errado
547,520.0,129.0,84.0,85.56,519.8317035349037,False,False,False,True,acima_janela_permitida;lado_errado
548,519.0,129.0,84.0,85.56,518.8448708429139,False,False,False,True,acima_janela_permitida;lado_errado
549,518.0,129.0,84.0,85.56,517.858088669087,False,False,False,True,acima_janela_permitida;lado_errado
550,517.0,129.0,84.0,85.56,516.8713573027625,False,False,False,True,acima_janela_permitida;lado_errado
551,516.0,129.0,84.0,85.56,515.8846770354785,False,False,False,True,acima_janela_permitida;lado_errado
552,515.0,129.0,84.0,85.56,514.8980481609927,False,False,False,True,acima_janela_permitida;lado_errado
553,514.0,129.0,84.0,85.56,513.9114709753032,False,False,False,True,acima_janela_permitida;lado_errado
554,513.0,129.0,84.0,85.56,512.9249457766701,False,False,False,True,acima_janela_permitida;lado_errado
555,512.0,129.0,84.0,85.56,511.93847286563647,False,False,False,True,acima_janela_permitida;lado_errado
556,511.0,129.0,84.0,85.56,510.95205254505044,False,False,False,True,acima_janela_permitida;lado_errado
557,510.0,129.0,84.0,85.56,509.96568512008724,False,False,False,True,acima_janela_permitida;lado_errado
558,509.0,129.0,84.0,85.56,508.97937089827127,False,False,False,True,acima_janela_permitida;lado_errado
559,508.0,129.0,84.0,85.56,507.9931101894985,False,False,False,True,acima_janela_permitida;lado_errado
560,507.0,129.0,84.0,85.56,507.00690330605954,False,False,False,True,acima_janela_permitida;lado_errado
561,506.0,129.0,84.0,85.56,506.0207505626622,False,False,False,True,acima_janela_permitida;lado_errado
562,505.0,129.0,84.0,85.56,505.0346522764552,False,False,False,True,acima_janela_permitida;lado_errado
563,504.0,129.0,84.0,85.56,504.04860876705135,False,False,False,True,acima_janela_permitida;lado_errado
564,503.0,129.0,84.0,85.56,503.06262035655163,False,False,False,True,acima_janela_permitida;lado_errado
565,502.0,129.0,84.0,85.56,502.0766873695691,False,False,False,True,acima_janela_permitida;lado_errado
566,501.0,129.0,84.0,85.56,501.09081013325317,False,False,False,True,acima_janela_permitida;lado_errado
567,500.0,129.0,84.0,85.56,500.10498897731463,False,False,False,True,acima_janela_permitida;lado_errado
568,499.0,129.0,84.0,85.56,499.11922423405014,False,False,False,True,acima_janela_permitida;lado_errado
569,498.0,129.0,84.0,85.56,498.1335162383676,False,False,False,True,acima_janela_permitida;lado_errado
570,497.0,129.0,84.0,85.56,497.1478653278117,False,False,False,True,acima_janela_permitida;lado_errado
571,496.0,129.0,84.0,85.56,496.1622718425898,False,False,False,True,acima_janela_permitida;lado_errado
572,495.0,129.0,84.0,85.56,495.17673612559787,False,False,False,True,acima_janela_permitida;lado_errado
573,494.0,129.0,84.0,85.56,494.19125852244696,False,False,False,True,acima_janela_permitida;lado_errado
574,493.0,129.0,84.0,85.56,493.2058393814899,False,False,False,True,acima_janela_permitida;lado_errado
575,492.0,129.0,84.0,85.56,492.2204790538484,False,False,False,True,acima_janela_permitida;lado_errado
576,491.0,129.0,84.0,85.56,491.2351778934404,False,False,False,True,acima_janela_permitida;lado_errado
577,490.0,129.0,84.0,85.56,490.24993625700756,False,False,False,True,acima_janela_permitida;lado_errado
578,489.0,129.0,84.0,85.56,489.2647545041437,False,False,False,True,acima_janela_permitida;lado_errado
579,488.0,129.0,84.0,85.56,488.27963299732255,False,False,False,True,acima_janela_permitida;lado_errado
580,487.0,129.0,84.0,85.56,487.29457210192686,False,False,False,True,acima_janela_permitida;lado_errado
581,486.0,129.0,84.0,85.56,486.30957218627725,False,False,False,True,acima_janela_permitida;lado_errado
582,485.0,129.0,84.0,85.56,485.3246336216615,False,False,False,True,acima_janela_permitida;lado_errado
583,484.0,129.0,84.0,85.56,484.3397567823645,False,False,False,True,acima_janela_permitida;lado_errado
584,483.0,129.0,84.0,85.56,483.35494204569795,False,False,False,True,acima_janela_permitida;lado_errado
585,482.0,129.0,84.0,85.56,482.370189792031,False,False,False,True,acima_janela_permitida;lado_errado
586,481.0,129.0,84.0,85.56,481.3855004048211,False,False,False,True,acima_janela_permitida;lado_errado
587,480.0,129.0,84.0,85.56,480.4008742706449,False,False,False,True,acima_janela_permitida;lado_errado
588,479.0,129.0,84.0,85.56,479.4163117792301,False,False,False,True,acima_janela_permitida;lado_errado
589,478.0,129.0,84.0,85.56,478.43181332348706,False,False,False,True,acima_janela_permitida;lado_errado
590,477.0,129.0,84.0,85.56,477.44737929954124,False,False,False,True,acima_janela_permitida;lado_errado
591,476.0,129.0,84.0,85.56,476.4630101067658,False,False,False,True,acima_janela_permitida;lado_errado
592,475.0,129.0,84.0,85.56,475.47870614781476,False,False,False,True,acima_janela_permitida;lado_errado
593,474.0,129.0,84.0,85.56,474.4944678286566,False,False,False,True,acima_janela_permitida;lado_errado
594,473.0,129.0,84.0,85.56,473.51029555860765,False,False,False,True,acima_janela_permitida;lado_errado
595,472.0,129.0,84.0,85.56,472.52618975036717,False,False,False,True,acima_janela_permitida;lado_errado
596,471.0,129.0,84.0,85.56,471.5421508200513,False,False,False,True,acima_janela_permitida;lado_errado
597,470.0,129.0,84.0,85.56,470.5581791872287,False,False,False,True,acima_janela_permitida;lado_errado
598,469.0,129.0,84.0,85.56,469.5742752749558,False,False,False,True,acima_janela_permitida;lado_errado
599,468.0,129.0,84.0,85.56,468.5904395098133,False,False,False,True,acima_janela_permitida;lado_errado
600,467.0,129.0,84.0,85.56,467.60667232194197,False,False,False,True,acima_janela_permitida;lado_errado
601,466.0,129.0,84.0,85.56,466.62297414508,False,False,False,True,acima_janela_permitida;lado_errado
602,465.0,129.0,84.0,85.56,465.6393454166003,False,False,False,True,acima_janela_permitida;lado_errado
603,464.0,129.0,84.0,85.56,464.65578657754816,False,False,False,True,acima_janela_permitida;lado_errado
604,463.0,129.0,84.0,85.56,463.6722980726798,False,False,False,True,acima_janela_permitida;lado_errado
605,462.0,129.0,84.0,85.56,462.68888035050077,False,False,False,True,acima_janela_permitida;lado_errado
606,461.0,129.0,84.0,85.56,461.70553386330556,False,False,False,True,acima_janela_permitida;lado_errado
607,460.0,129.0,84.0,85.56,460.7222590672172,False,False,False,True,acima_janela_permitida;lado_errado
608,459.0,129.0,84.0,85.56,459.7390564222274,False,False,False,True,acima_janela_permitida;lado_errado
609,458.0,129.0,84.0,85.56,458.7559263922375,False,False,False,True,acima_janela_permitida;lado_errado
610,457.0,129.0,84.0,85.56,457.7728694450994,False,False,False,True,acima_janela_permitida;lado_errado
611,456.0,129.0,84.0,85.56,456.7898860526577,False,False,False,True,acima_janela_permitida;lado_errado
612,455.0,129.0,84.0,85.56,455.80697669079177,False,False,False,True,acima_janela_permitida;lado_errado
613,454.0,129.0,84.0,85.56,454.82414183945866,False,False,False,True,acima_janela_permitida;lado_errado
614,453.0,129.0,84.0,85.56,453.8413819827363,False,False,False,True,acima_janela_permitida;lado_errado
615,452.0,129.0,84.0,85.56,452.8586976088678,False,False,False,True,acima_janela_permitida;lado_errado
616,451.0,129.0,84.0,85.56,451.8760892103055,False,False,False,True,acima_janela_permitida;lado_errado
617,450.0,129.0,84.0,85.56,450.89355728375625,False,False,False,True,acima_janela_permitida;lado_errado
618,449.0,129.0,84.0,85.56,449.91110233022704,False,False,False,True,acima_janela_permitida;lado_errado
619,448.0,129.0,84.0,85.56,448.9287248550709,False,False,False,True,acima_janela_permitida;lado_errado
620,447.0,129.0,84.0,85.56,447.9464253680344,False,False,False,True,acima_janela_permitida;lado_errado
621,446.0,129.0,84.0,85.56,446.96420438330404,False,False,False,True,acima_janela_permitida;lado_errado
622,445.0,129.0,84.0,85.56,445.9820624195552,False,False,False,True,acima_janela_permitida;lado_errado
623,444.0,129.0,84.0,85.56,445.0,False,False,False,True,acima_janela_permitida;lado_errado
624,443.0,129.0,84.0,85.56,444.01801765243715,False,False,False,True,acima_janela_permitida;lado_errado
625,442.0,129.0,84.0,85.56,443.0361159093015,False,False,False,True,acima_janela_permitida;lado_errado
626,441.0,129.0,84.0,85.56,442.0542953077144,False,False,False,True,acima_janela_permitida;lado_errado
627,440.0,129.0,84.0,85.56,441.0725563895355,False,False,False,True,acima_janela_permitida;lado_errado
628,439.0,129.0,84.0,85.56,440.09089970141395,False,False,False,True,acima_janela_permitida;lado_errado
629,438.0,129.0,84.0,85.56,439.1093257948412,False,False,False,True,acima_janela_permitida;lado_errado
630,437.0,129.0,84.0,85.56,438.1278352262043,False,False,False,True,acima_janela_permitida;lado_errado
631,436.0,129.0,84.0,85.56,437.1464285568395,False,False,False,True,acima_janela_permitida;lado_errado
632,435.0,129.0,84.0,85.56,436.16510635308737,False,False,False,True,acima_janela_permitida;lado_errado
633,434.0,129.0,84.0,85.56,435.18386918634747,False,False,False,True,acima_janela_permitida;lado_errado
634,433.0,129.0,84.0,85.56,434.202717633135,False,False,False,True,acima_janela_permitida;lado_errado
635,432.0,129.0,84.0,85.56,433.22165227513733,False,False,False,True,acima_janela_permitida;lado_errado
636,431.0,129.0,84.0,85.56,432.2406736992714,False,False,False,True,acima_janela_permitida;lado_errado
637,430.0,129.0,84.0,85.56,431.2597824977423,False,False,False,True,acima_janela_permitida;lado_errado
638,429.0,129.0,84.0,85.56,430.27897926810226,False,False,False,True,acima_janela_permitida;lado_errado
639,428.0,128.0,85.0,86.56,429.49505235799865,False,False,False,True,acima_janela_permitida;lado_errado
640,427.0,128.0,85.0,86.56,428.51487722131657,False,False,False,True,acima_janela_permitida;lado_errado
641,426.0,127.0,86.0,87.56,427.73473087884736,False,False,False,True,acima_janela_permitida;lado_errado
642,425.0,126.0,87.0,88.56,426.95784335224477,False,False,False,True,acima_janela_permitida;lado_errado
643,424.0,125.0,88.0,89.56,426.18423246291036,False,False,False,True,acima_janela_permitida;lado_errado
644,423.0,124.0,89.0,90.56,425.41391608643926,False,False,False,True,acima_janela_permitida;lado_errado
645,422.0,123.0,90.0,91.56,424.64691215173104,False,False,False,True,acima_janela_permitida;lado_errado
646,421.0,122.0,91.0,92.56,423.88323864007646,False,False,False,True,acima_janela_permitida;lado_errado
647,421.0,121.0,92.0,93.56,424.09904503547284,False,False,False,True,acima_janela_permitida;lado_errado
648,420.0,120.0,93.0,94.56,423.3414697380827,False,False,False,True,acima_janela_permitida;lado_errado
649,419.0,119.0,94.0,95.56,422.58726909361576,False,False,False,True,acima_janela_permitida;lado_errado
